employee_id,name,department,salary_level,actual_salary,turnover,satisfaction,evaluation,project_count,average_monthly_hours,years_at_company,hire_date,termination_date,work_accident,promotion,last_updated
770487,Lauren Chaney,Engineering,medium,576000,0,0.71,0.93,5,108,1,2023-12-07,,0,0,2025-05-11 18:12:25
216739,Charles Turner,Sales,medium,411000,0,0.66,0.85,4,98,7,2018-05-09,,0,1,2025-05-11 18:12:25
126225,Vanessa Harris,Sales,high,354000,0,0.68,0.48,6,266,0,2025-10-31,,0,0,2025-05-11 18:12:25
877572,Lauren Sanchez,Sales,low,436000,0,0.53,0.87,2,258,1,2024-07-15,,0,0,2025-05-11 18:12:25
388389,Alexandra Anderson,Operations,medium,213000,0,0.0,0.13,5,243,2,2023-06-11,,0,0,2025-05-11 18:12:25
356787,Brianna Beltran,Engineering,low,455000,0,0.51,0.86,3,247,4,2021-04-29,,0,0,2025-05-11 18:12:25
334053,Tara Aguilar,HR,high,334000,0,0.56,0.61,3,228,1,2024-09-09,,0,0,2025-05-11 18:12:25
246316,Crystal Smith,HR,low,217000,0,0.58,0.88,2,130,0,2025-11-03,,0,0,2025-05-11 18:12:25
872246,Michael Richards,Sales,low,325000,0,0.63,0.59,2,118,2,2023-07-20,,0,0,2025-05-11 18:12:25
207473,James Thompson,Operations,medium,177000,0,0.78,0.44,3,277,2,2023-06-26,,0,0,2025-05-11 18:12:25
809570,Samuel James,Sales,medium,229000,0,0.82,0.35,3,160,8,2017-03-02,,0,0,2025-05-11 18:12:25
876646,Tamara Maldonado,Engineering,low,426000,0,0.47,0.46,3,278,1,2024-01-18,,0,0,2025-05-11 18:12:25
671858,Frank Johnson,Operations,high,223000,0,0.69,0.55,3,129,1,2024-04-05,,0,0,2025-05-11 18:12:25
191161,Marissa Hopkins,Engineering,low,531000,0,0.5,0.03,3,270,4,2021-03-18,,0,1,2025-05-11 18:12:25
719176,William Mccoy,Engineering,low,231000,0,0.92,0.54,6,149,7,2018-06-28,,0,0,2025-05-11 18:12:25
