employee_id,name,department,salary_level,actual_salary,turnover,satisfaction,evaluation,project_count,average_monthly_hours,years_at_company,hire_date,termination_date,work_accident,promotion,last_updated
770487,Matthew Greene,Engineering,medium,576000,0,0.71,0.93,5,108,1,2023-12-11,,0,0,2025-05-15 16:58:21
216739,Carrie Sanders,Sales,medium,411000,0,0.66,0.85,4,98,7,2018-05-13,,0,1,2025-05-15 16:58:21
126225,Julie Carney,Sales,high,354000,0,0.68,0.48,6,266,0,2025-11-04,,0,0,2025-05-15 16:58:21
877572,Tiffany Thomas,Sales,low,436000,0,0.53,0.87,2,258,1,2024-07-19,,0,0,2025-05-15 16:58:21
388389,Brian Howard,Operations,medium,213000,0,0.0,0.13,5,243,2,2023-06-15,,0,0,2025-05-15 16:58:21
356787,Derek Patton,Engineering,low,455000,0,0.51,0.86,3,247,4,2021-05-03,,0,0,2025-05-15 16:58:21
334053,Kevin Taylor,HR,high,334000,0,0.56,0.61,3,228,1,2024-09-13,,0,0,2025-05-15 16:58:21
246316,Taylor Cochran,HR,low,217000,0,0.58,0.88,2,130,0,2025-11-07,,0,0,2025-05-15 16:58:21
872246,Ashley Johnson,Sales,low,325000,0,0.63,0.59,2,118,2,2023-07-24,,0,0,2025-05-15 16:58:21
207473,Brandon Kane,Operations,medium,177000,0,0.78,0.44,3,277,2,2023-06-30,,0,0,2025-05-15 16:58:21
809570,Danielle Robertson,Sales,medium,229000,0,0.82,0.35,3,160,8,2017-03-06,,0,0,2025-05-15 16:58:21
876646,Shannon Mills MD,Engineering,low,426000,0,0.47,0.46,3,278,1,2024-01-22,,0,0,2025-05-15 16:58:21
671858,Ann Henderson,Operations,high,223000,0,0.69,0.55,3,129,1,2024-04-09,,0,0,2025-05-15 16:58:21
191161,Natasha Delgado,Engineering,low,531000,0,0.5,0.03,3,270,4,2021-03-22,,0,1,2025-05-15 16:58:21
719176,Robert Davis,Engineering,low,231000,0,0.92,0.54,6,149,7,2018-07-02,,0,0,2025-05-15 16:58:21
542417,Kevin Ritter,Engineering,low,435000,0,0.63,0.92,4,226,0,2025-04-20,,0,0,2025-05-15 16:58:21
133326,Abigail Sutton,Sales,medium,267000,0,0.49,0.94,5,267,1,2024-04-04,,0,0,2025-05-15 16:58:21
131244,Melanie Hill,HR,medium,342000,0,0.62,0.84,4,150,4,2020-12-25,,0,0,2025-05-15 16:58:21
198246,Valerie Blackburn,HR,low,387000,0,0.61,0.81,3,106,3,2022-10-13,,0,0,2025-05-15 16:58:21
329258,David Pratt,HR,low,271000,0,0.84,0.6,3,309,1,2024-07-03,,0,0,2025-05-15 16:58:21
343962,Paul Gonzalez,Marketing,medium,430000,0,0.56,0.52,4,255,2,2023-06-20,,0,0,2025-05-15 16:58:21
629903,Melissa Howard,Marketing,medium,160000,0,0.15,0.97,7,230,3,2022-08-19,,0,0,2025-05-15 16:58:21
731262,Todd Green,Marketing,medium,327000,0,0.86,0.14,5,276,1,2024-06-04,,0,0,2025-05-15 16:58:21
127824,Nicholas Velasquez,Sales,medium,288000,0,0.7,0.96,2,273,4,2021-01-16,,0,0,2025-05-15 16:58:21
688508,Keith Peterson,Sales,medium,214000,0,0.58,0.93,4,272,1,2024-10-02,,0,0,2025-05-15 16:58:21
308496,Lisa Carter,Sales,high,392000,0,0.64,0.81,2,144,4,2021-10-01,,1,0,2025-05-15 16:58:21
850800,Bradley Johnson,Sales,high,349000,0,0.68,0.57,3,262,2,2023-09-09,,1,0,2025-05-15 16:58:21
781453,Crystal Walker,Sales,medium,316000,0,0.53,0.89,3,279,0,2025-06-25,,0,0,2025-05-15 16:58:21
835392,Jorge Robertson,Operations,medium,313000,0,0.63,0.93,3,266,2,2022-12-20,,0,0,2025-05-15 16:58:21
671412,Rachel Walker,Marketing,medium,165000,0,0.17,0.8,6,143,1,2024-11-06,,1,0,2025-05-15 16:58:21
539898,Donald Lopez,HR,low,340000,0,0.56,0.94,4,144,1,2024-03-12,,0,0,2025-05-15 16:58:21
331148,Annette Byrd,HR,medium,103000,0,0.19,0.53,7,229,3,2022-04-24,,0,0,2025-05-15 16:58:21
571029,Mrs. Jamie Rogers,Engineering,medium,292000,0,0.93,0.09,2,235,0,2025-01-02,,0,0,2025-05-15 16:58:21
717889,Benjamin Porter,Sales,medium,287000,0,0.42,0.57,3,114,2,2023-09-17,,0,0,2025-05-15 16:58:21
391704,Jill Banks,Sales,low,159000,1,0.37,0.59,6,258,1,2023-12-01,2025-01-13,0,0,2025-05-15 16:58:21
948749,Tyler Johnson,Sales,low,325000,0,0.59,0.56,2,119,1,2024-03-19,,0,0,2025-05-15 16:58:21
106814,Robert Burton,Sales,medium,224000,0,0.65,0.56,2,126,4,2021-08-12,,0,0,2025-05-15 16:58:21
895667,John Cox,HR,medium,162000,0,0.03,0.58,2,168,4,2021-07-09,,0,0,2025-05-15 16:58:21
