employee_id,name,department,salary_level,actual_salary,turnover,satisfaction,evaluation,project_count,average_monthly_hours,years_at_company,hire_date,termination_date,work_accident,promotion,last_updated
770487,Veronica Trujillo,Engineering,medium,576000,0,0.71,0.93,5,108,1,2023-12-07,,0,0,2025-05-11 18:32:55
216739,Carol Jenkins,Sales,medium,411000,0,0.66,0.85,4,98,7,2018-05-09,,0,1,2025-05-11 18:32:55
126225,Hannah Nguyen,Sales,high,354000,0,0.68,0.48,6,266,0,2025-10-31,,0,0,2025-05-11 18:32:55
877572,Kyle Grimes,Sales,low,436000,0,0.53,0.87,2,258,1,2024-07-15,,0,0,2025-05-11 18:32:55
388389,Amanda Macias,Operations,medium,213000,0,0.0,0.13,5,243,2,2023-06-11,,0,0,2025-05-11 18:32:55
356787,John Barker,Engineering,low,455000,0,0.51,0.86,3,247,4,2021-04-29,,0,0,2025-05-11 18:32:55
334053,Daniel Kim,HR,high,334000,0,0.56,0.61,3,228,1,2024-09-09,,0,0,2025-05-11 18:32:55
246316,Mark Ellis,HR,low,217000,0,0.58,0.88,2,130,0,2025-11-03,,0,0,2025-05-11 18:32:55
872246,Andrea Byrd,Sales,low,325000,0,0.63,0.59,2,118,2,2023-07-20,,0,0,2025-05-11 18:32:55
207473,Phillip Owen,Operations,medium,177000,0,0.78,0.44,3,277,2,2023-06-26,,0,0,2025-05-11 18:32:55
809570,Jane Gibson,Sales,medium,229000,0,0.82,0.35,3,160,8,2017-03-02,,0,0,2025-05-11 18:32:55
876646,Eric Norman,Engineering,low,426000,0,0.47,0.46,3,278,1,2024-01-18,,0,0,2025-05-11 18:32:55
671858,Christina Medina MD,Operations,high,223000,0,0.69,0.55,3,129,1,2024-04-05,,0,0,2025-05-11 18:32:55
191161,Ralph Contreras,Engineering,low,531000,0,0.5,0.03,3,270,4,2021-03-18,,0,1,2025-05-11 18:32:55
719176,Jacqueline Davidson,Engineering,low,231000,0,0.92,0.54,6,149,7,2018-06-28,,0,0,2025-05-11 18:32:55
542417,Sherry Norton,Engineering,low,435000,0,0.63,0.92,4,226,0,2025-04-16,,0,0,2025-05-11 18:32:55
133326,Dr. Bradley Kim,Sales,medium,267000,0,0.49,0.94,5,267,1,2024-03-31,,0,0,2025-05-11 18:32:55
131244,Amanda Kline,HR,medium,342000,0,0.62,0.84,4,150,4,2020-12-21,,0,0,2025-05-11 18:32:55
198246,Michael Holt,HR,low,387000,0,0.61,0.81,3,106,3,2022-10-09,,0,0,2025-05-11 18:32:55
329258,Jennifer Martinez,HR,low,271000,0,0.84,0.6,3,309,1,2024-06-29,,0,0,2025-05-11 18:32:55
343962,Michelle Daniels,Marketing,medium,430000,0,0.56,0.52,4,255,2,2023-06-16,,0,0,2025-05-11 18:32:55
629903,Christina Browning,Marketing,medium,160000,0,0.15,0.97,7,230,3,2022-08-15,,0,0,2025-05-11 18:32:55
731262,Andrea Brown,Marketing,medium,327000,0,0.86,0.14,5,276,1,2024-05-31,,0,0,2025-05-11 18:32:55
127824,Charles Jimenez,Sales,medium,288000,0,0.7,0.96,2,273,4,2021-01-12,,0,0,2025-05-11 18:32:55
688508,Kevin Ross,Sales,medium,214000,0,0.58,0.93,4,272,1,2024-09-28,,0,0,2025-05-11 18:32:55
308496,Deborah Gregory,Sales,high,392000,0,0.64,0.81,2,144,4,2021-09-27,,1,0,2025-05-11 18:32:55
850800,Wendy Clark,Sales,high,349000,0,0.68,0.57,3,262,2,2023-09-05,,1,0,2025-05-11 18:32:55
781453,Patrick Mcpherson,Sales,medium,316000,0,0.53,0.89,3,279,0,2025-06-21,,0,0,2025-05-11 18:32:55
835392,Vanessa Diaz,Operations,medium,313000,0,0.63,0.93,3,266,2,2022-12-16,,0,0,2025-05-11 18:32:55
671412,Sonya Burnett,Marketing,medium,165000,0,0.17,0.8,6,143,1,2024-11-02,,1,0,2025-05-11 18:32:55
539898,Ashley Miller,HR,low,340000,0,0.56,0.94,4,144,1,2024-03-08,,0,0,2025-05-11 18:32:55
331148,Robert Burns,HR,medium,103000,0,0.19,0.53,7,229,3,2022-04-20,,0,0,2025-05-11 18:32:55
571029,Katherine Crosby DDS,Engineering,medium,292000,0,0.93,0.09,2,235,0,2024-12-29,,0,0,2025-05-11 18:32:55
717889,Glen Molina,Sales,medium,287000,0,0.42,0.57,3,114,2,2023-09-13,,0,0,2025-05-11 18:32:55
391704,Timothy Figueroa,Sales,low,159000,1,0.37,0.59,6,258,1,2023-12-01,2025-01-13,0,0,2025-05-11 18:32:55
