employee_id,name,department,salary_level,actual_salary,turnover,satisfaction,evaluation,project_count,average_monthly_hours,years_at_company,hire_date,termination_date,work_accident,promotion,last_updated
84810,Veronica Trujillo,Engineering,medium,576000,0,0.71,0.93,5,108,1,2023-12-07,,0,0,2025-05-14 13:40:30
15592,Carol Jenkins,Sales,medium,411000,0,0.66,0.85,4,98,7,2018-05-09,,0,1,2025-05-14 13:40:30
4278,Hannah Nguyen,Sales,high,354000,0,0.68,0.48,6,266,0,2025-10-31,,0,0,2025-05-14 13:40:30
98196,Kyle Grimes,Sales,low,436000,0,0.53,0.87,2,258,1,2024-07-15,,0,0,2025-05-14 13:40:30
37048,Amanda Macias,Operations,medium,213000,0,0.29,0.28,3,303,2,2023-06-11,,0,0,2025-05-14 13:40:30
33098,John Barker,Engineering,low,455000,0,0.35,0.13,4,203,4,2021-04-29,,0,0,2025-05-14 13:40:30
30256,Daniel Kim,HR,high,334000,0,0.56,0.64,6,237,1,2024-09-09,,0,0,2025-05-14 13:40:30
19289,Mark Ellis,HR,low,217000,0,0.58,0.88,2,130,0,2025-11-03,,0,0,2025-05-14 13:40:30
97530,Andrea Byrd,Sales,low,325000,0,0.63,0.59,2,118,2,2023-07-20,,0,0,2025-05-14 13:40:30
14434,Phillip Owen,Operations,medium,177000,0,0.78,0.44,3,277,2,2023-06-26,,0,0,2025-05-14 13:40:30
89696,Jane Gibson,Sales,medium,229000,0,0.25,0.08,4,155,8,2017-03-02,,0,0,2025-05-14 13:40:30
98080,Eric Norman,Engineering,low,426000,0,0.47,0.46,3,278,1,2024-01-18,,0,0,2025-05-14 13:40:30
72482,Christina Medina MD,Operations,high,223000,0,0.69,0.55,3,129,1,2024-04-05,,0,0,2025-05-14 13:40:30
12395,Ralph Contreras,Engineering,low,531000,0,0.92,0.13,2,227,4,2021-03-18,,0,1,2025-05-14 13:40:30
78397,Jacqueline Davidson,Engineering,low,231000,0,0.27,0.64,2,217,7,2018-06-28,,0,0,2025-05-14 13:40:30
56302,Sherry Norton,Engineering,low,435000,0,0.9,0.34,2,229,0,2025-04-16,,0,0,2025-05-14 13:40:30
5165,Dr. Bradley Kim,Sales,medium,267000,0,0.49,0.94,5,267,1,2024-03-31,,0,0,2025-05-14 13:40:30
4905,Amanda Kline,HR,medium,342000,0,0.62,0.84,4,150,4,2020-12-21,,0,0,2025-05-14 13:40:30
13280,Michael Holt,HR,low,387000,0,0.61,0.81,3,106,3,2022-10-09,,0,0,2025-05-14 13:40:30
29657,Jennifer Martinez,HR,low,271000,0,0.1,0.71,7,211,1,2024-06-29,,0,0,2025-05-14 13:40:30
31495,Michelle Daniels,Marketing,medium,430000,0,0.56,0.52,4,255,2,2023-06-16,,0,0,2025-05-14 13:40:30
67237,Christina Browning,Marketing,medium,160000,0,0.66,0.56,3,153,3,2022-08-15,,0,0,2025-05-14 13:40:30
79907,Andrea Brown,Marketing,medium,327000,0,0.91,0.26,2,170,1,2024-05-31,,0,0,2025-05-14 13:40:30
4478,Charles Jimenez,Sales,medium,288000,0,0.7,0.96,2,273,4,2021-01-12,,0,0,2025-05-14 13:40:30
74563,Kevin Ross,Sales,medium,214000,0,0.58,0.93,4,272,1,2024-09-28,,0,0,2025-05-14 13:40:30
27062,Deborah Gregory,Sales,high,392000,0,0.64,0.81,2,144,4,2021-09-27,,1,0,2025-05-14 13:40:30
94850,Wendy Clark,Sales,high,349000,0,0.17,0.65,3,205,2,2023-09-05,,1,0,2025-05-14 13:40:30
86181,Patrick Mcpherson,Sales,medium,316000,0,0.53,0.89,3,279,0,2025-06-21,,0,0,2025-05-14 13:40:30
92924,Vanessa Diaz,Operations,medium,313000,0,0.63,0.93,3,266,2,2022-12-16,,0,0,2025-05-14 13:40:30
72426,Sonya Burnett,Marketing,medium,165000,0,0.97,0.12,2,251,1,2024-11-02,,1,0,2025-05-14 13:40:30
55987,Ashley Miller,HR,low,340000,0,0.56,0.94,4,144,1,2024-03-08,,0,0,2025-05-14 13:40:30
29893,Robert Burns,HR,medium,103000,0,0.45,0.54,7,207,3,2022-04-20,,0,0,2025-05-14 13:40:30
59878,Katherine Crosby DDS,Engineering,medium,292000,0,0.95,0.44,4,194,0,2024-12-29,,0,0,2025-05-14 13:40:30
78236,Glen Molina,Sales,medium,287000,0,0.42,0.57,3,114,2,2023-09-13,,0,0,2025-05-14 13:40:30
37463,Timothy Figueroa,Sales,low,159000,1,0.37,0.59,6,258,1,2023-12-01,2025-01-13,0,0,2025-05-14 13:40:30
1851,Laurie Smith,Sales,low,325000,0,0.59,0.56,2,119,1,2024-03-15,,0,0,2025-05-14 13:40:30
21926,Kristin Mueller,Sales,medium,224000,0,0.65,0.56,2,126,4,2021-08-08,,0,0,2025-05-14 13:40:30
92506,Justin Weiss,HR,medium,162000,0,0.85,0.94,0,124,4,2021-07-05,,0,0,2025-05-14 13:40:30
56392,George Walter II,Marketing,medium,386000,0,0.68,0.27,6,262,5,2020-05-27,,1,0,2025-05-14 13:40:30
45597,Sandra Bennett,Engineering,medium,242000,0,0.46,0.53,3,99,3,2021-12-02,,0,0,2025-05-14 13:40:30
37421,Jessica White,Engineering,low,321000,1,0.36,0.88,6,294,1,2020-02-09,2021-04-12,0,0,2025-05-14 13:40:30
21379,Julian James,HR,low,355000,0,0.62,0.52,3,274,1,2023-12-23,,1,0,2025-05-14 13:40:30
29221,Kathleen Smith,Sales,medium,204000,0,0.3,0.6,6,307,2,2022-12-13,,0,0,2025-05-14 13:40:30
45118,Heather Flores,Marketing,low,313000,0,0.43,0.43,3,265,10,2015-03-31,,0,0,2025-05-14 13:40:30
14396,Bianca Franklin,Marketing,medium,398000,0,0.19,0.87,2,292,1,2024-01-06,,0,0,2025-05-14 13:40:30
13156,Sarah Mcneil,Sales,low,301000,0,0.66,0.91,5,145,1,2023-12-17,,0,0,2025-05-14 13:40:30
50797,Shannon Dorsey,Legal,medium,336000,0,0.3,1.0,6,164,3,2022-02-06,,0,0,2025-05-14 13:40:30
13676,Alicia Garcia,Engineering,medium,258000,0,0.76,0.86,5,253,3,2022-09-20,,0,0,2025-05-14 13:40:30
48052,Judith Johnson,HR,low,116000,0,0.73,0.5,3,132,3,2021-12-15,,0,0,2025-05-14 13:40:30
46082,Stacie Berry,Engineering,medium,311000,0,0.44,0.44,2,250,3,2022-07-25,,0,0,2025-05-14 13:40:30
80131,James Merritt,HR,low,131000,0,0.68,0.55,4,276,8,2017-05-05,,0,0,2025-05-14 13:40:30
35671,Eric Bishop,Engineering,medium,555000,0,0.09,0.61,2,270,8,2017-02-17,,1,0,2025-05-14 13:40:30
6695,Kathryn Gardner,Engineering,low,449000,0,0.6,0.91,4,267,5,2020-01-28,,0,0,2025-05-14 13:40:30
96647,Justin Huffman,Engineering,low,414000,0,0.47,0.89,2,146,3,2022-08-08,,0,0,2025-05-14 13:40:30
61217,Amanda Atkins,Engineering,medium,487000,0,0.79,0.47,5,116,4,2021-05-02,,0,0,2025-05-14 13:40:30
71284,Hannah Vega,HR,low,223000,0,0.46,0.84,4,279,1,2024-06-30,,0,0,2025-05-14 13:40:30
17361,Richard Marks DVM,Operations,low,97000,0,0.53,0.92,2,278,1,2024-06-06,,1,0,2025-05-14 13:40:30
