employee_id,name,department,salary_level,actual_salary,turnover,satisfaction,evaluation,project_count,average_monthly_hours,years_at_company,hire_date,termination_date,work_accident,promotion,last_updated
876646,Joshua Bass,Sales,medium,200000,1,0.42,0.51,2,278,0,2003-01-30,2003-05-17,0,0,2025-05-14 18:05:35
671858,Thomas Moreno,Operations,low,285000,1,0.26,0.44,1,182,0,2003-01-28,2003-05-11,0,0,2025-05-14 18:05:35
191161,Keith Robles,Sales,medium,434000,1,0.61,0.48,1,264,0,2003-01-26,2003-05-04,0,0,2025-05-14 18:05:35
719176,Joshua Bailey,Operations,low,105000,1,0.52,0.4,2,268,0,2003-01-19,2003-05-04,0,0,2025-05-14 18:05:35
542417,Benjamin Meyer,Sales,medium,495000,1,0.17,0.31,2,243,0,2003-01-17,2003-05-07,0,0,2025-05-14 18:05:35
133326,Sherry Swanson,Sales,medium,439000,1,0.13,0.69,2,206,0,2003-01-20,2003-05-08,0,0,2025-05-14 18:05:35
131244,Kimberly Wade,Sales,low,187000,1,0.36,0.4,2,165,0,2003-01-13,2003-05-13,1,0,2025-05-14 18:05:35
198246,Marcus Baker,Sales,low,295000,1,0.53,0.38,0,279,0,2003-01-30,2003-05-23,0,0,2025-05-14 18:05:35
329258,Michelle Ponce,Operations,medium,133000,1,0.77,0.3,2,174,0,2003-01-21,2003-05-22,0,0,2025-05-14 18:05:35
343962,Tracy Chapman,Engineering,medium,284000,1,0.34,0.34,2,207,0,2003-01-05,2003-05-02,0,0,2025-05-14 18:05:35
629903,Margaret Miller,Operations,low,81000,1,0.27,0.32,0,173,0,2003-01-02,2003-05-27,0,0,2025-05-14 18:05:35
731262,Alexis Butler,Engineering,low,533000,1,0.72,0.34,2,279,0,2003-01-18,2003-05-14,1,0,2025-05-14 18:05:35
127824,Elizabeth Price,Engineering,medium,587000,1,0.22,0.62,2,150,0,2003-01-14,2003-05-23,0,0,2025-05-14 18:05:35
688508,Isabella Clark,Sales,medium,467000,1,0.72,0.55,1,200,0,2003-01-04,2003-05-17,0,0,2025-05-14 18:05:35
308496,Elizabeth Salas,HR,high,310000,1,0.57,0.47,0,203,0,2003-01-29,2003-05-23,0,0,2025-05-14 18:05:35
850800,Laura Miller,Sales,low,385000,1,0.29,0.68,0,198,0,2003-01-28,2003-05-07,0,0,2025-05-14 18:05:35
781453,Christopher Miller,Marketing,low,448000,1,0.89,0.59,2,277,0,2003-01-09,2003-06-04,0,0,2025-05-14 18:05:35
835392,Kara Hale,Legal,low,205000,1,0.49,0.32,2,228,0,2003-01-09,2003-05-18,0,0,2025-05-14 18:05:35
671412,Anthony Reyes,Engineering,low,202000,1,0.46,0.35,0,140,0,2003-01-17,2003-05-17,0,0,2025-05-14 18:05:35
539898,Christopher Thomas,Engineering,low,215000,1,0.77,0.35,1,224,0,2003-01-31,2003-06-04,0,0,2025-05-14 18:05:35
331148,Darrell Powell,Sales,low,356000,1,0.22,0.7,2,172,0,2003-01-29,2003-05-14,0,0,2025-05-14 18:05:35
571029,Virginia Bennett,Marketing,low,400000,1,0.75,0.38,1,217,0,2003-01-24,2003-06-04,0,0,2025-05-14 18:05:35
717889,Barry Munoz,Engineering,medium,441000,1,0.28,0.31,1,183,0,2003-01-21,2003-05-26,0,0,2025-05-14 18:05:35
391704,Sandra Brown,Engineering,medium,524000,1,0.83,0.63,1,190,0,2003-01-20,2003-06-07,0,0,2025-05-14 18:05:35
948749,Melissa Nguyen,Operations,low,179000,1,0.53,0.58,1,238,0,2003-01-20,2003-06-07,0,0,2025-05-14 18:05:35
106814,Tammy Gardner,Engineering,medium,578000,1,0.84,0.32,0,185,0,2003-02-01,2003-06-10,0,0,2025-05-14 18:05:35
895667,Darrell Crawford,Marketing,low,357000,1,0.44,0.58,0,221,0,2003-02-18,2003-05-08,0,0,2025-05-14 18:05:35
944962,Virginia Hunter,Engineering,high,408000,1,0.67,0.58,0,261,0,2003-02-24,2003-06-16,0,0,2025-05-14 18:05:35
267414,Adam Mckenzie,HR,medium,240000,1,0.71,0.39,1,213,0,2003-02-09,2003-06-16,0,0,2025-05-14 18:05:35
832052,Mr. John Moran,Legal,medium,259000,1,0.19,0.48,1,244,0,2003-02-03,2003-05-10,0,0,2025-05-14 18:05:35
