employee_id,name,department,salary_level,actual_salary,turnover,satisfaction,evaluation,project_count,average_monthly_hours,years_at_company,hire_date,termination_date,work_accident,promotion,last_updated
84810,Veronica Trujillo,Engineering,medium,576000,0,0.71,0.93,5,108,1,2023-12-07,,0,0,2025-05-14 13:52:01
15592,Carol Jenkins,Sales,medium,411000,0,0.66,0.85,4,98,7,2018-05-09,,0,1,2025-05-14 13:52:01
4278,Hannah Nguyen,Sales,high,354000,0,0.68,0.48,6,266,0,2025-10-31,,0,0,2025-05-14 13:52:01
98196,Kyle Grimes,Sales,low,436000,0,0.53,0.87,2,258,1,2024-07-15,,0,0,2025-05-14 13:52:01
37048,Amanda Macias,Operations,medium,213000,0,0.29,0.28,3,303,2,2023-06-11,,0,0,2025-05-14 13:52:01
33098,John Barker,Engineering,low,455000,0,0.35,0.13,4,203,4,2021-04-29,,0,0,2025-05-14 13:52:01
30256,Daniel Kim,HR,high,334000,0,0.56,0.64,6,237,1,2024-09-09,,0,0,2025-05-14 13:52:01
19289,Mark Ellis,HR,low,217000,0,0.58,0.88,2,130,0,2025-11-03,,0,0,2025-05-14 13:52:01
97530,Andrea Byrd,Sales,low,325000,0,0.63,0.59,2,118,2,2023-07-20,,0,0,2025-05-14 13:52:01
14434,Phillip Owen,Operations,medium,177000,0,0.78,0.44,3,277,2,2023-06-26,,0,0,2025-05-14 13:52:01
89696,Jane Gibson,Sales,medium,229000,0,0.25,0.08,4,155,8,2017-03-02,,0,0,2025-05-14 13:52:01
98080,Eric Norman,Engineering,low,426000,0,0.47,0.46,3,278,1,2024-01-18,,0,0,2025-05-14 13:52:01
72482,Christina Medina MD,Operations,high,223000,0,0.69,0.55,3,129,1,2024-04-05,,0,0,2025-05-14 13:52:01
12395,Ralph Contreras,Engineering,low,531000,0,0.92,0.13,2,227,4,2021-03-18,,0,1,2025-05-14 13:52:01
78397,Jacqueline Davidson,Engineering,low,231000,0,0.27,0.64,2,217,7,2018-06-28,,0,0,2025-05-14 13:52:01
