employee_id,name,department,salary_level,actual_salary,turnover,satisfaction,evaluation,project_count,average_monthly_hours,years_at_company,hire_date,termination_date,work_accident,promotion,last_updated
84810,Colin Leonard,Engineering,medium,576000,0,0.4,0.93,3,108,1,2023-12-07,,0,0,2025-05-11 17:15:44
15592,Anthony Peterson,Sales,medium,411000,0,0.3,0.85,3,98,2,2023-05-08,,0,1,2025-05-11 17:15:44
4278,Susan Bullock,Sales,high,354000,0,0.08,0.28,7,215,1,2024-10-31,,0,0,2025-05-11 17:15:44
98196,John Sanders,Sales,low,436000,0,0.43,0.39,7,158,0,2025-07-15,,0,0,2025-05-11 17:15:44
37048,Wendy Miller,Operations,medium,213000,0,0.61,0.5,3,266,1,2024-06-10,,0,0,2025-05-11 17:15:44
33098,Michael Bailey,Engineering,low,455000,0,0.14,0.91,4,280,2,2023-04-29,,0,0,2025-05-11 17:15:44
30256,Brianna Flores,HR,high,334000,0,0.44,0.82,5,145,1,2024-09-09,,0,0,2025-05-11 17:15:44
19289,Vincent Fisher,HR,low,217000,0,0.22,0.88,5,130,4,2021-11-04,,0,0,2025-05-11 17:15:44
97530,Travis Carroll,Sales,low,325000,0,0.25,0.59,2,118,2,2023-07-20,,0,0,2025-05-11 17:15:44
14434,Nicole Miller,Operations,medium,177000,0,0.45,0.44,3,277,0,2025-06-25,,0,0,2025-05-11 17:15:44
89696,Margaret Mendoza,Sales,medium,229000,0,0.58,0.82,3,138,5,2020-03-01,,0,0,2025-05-11 17:15:44
98080,Gina Miller,Engineering,low,426000,0,0.11,0.46,2,278,1,2024-01-18,,0,0,2025-05-11 17:15:44
72482,Tanya Davis,Operations,high,223000,0,0.39,0.55,4,129,5,2020-04-06,,0,0,2025-05-11 17:15:44
12395,Scott Delgado,Engineering,low,531000,0,0.33,0.89,2,129,1,2024-03-17,,0,1,2025-05-11 17:15:44
78397,Aimee Allen,Engineering,low,231000,0,0.18,0.19,3,196,3,2022-06-27,,0,0,2025-05-11 17:15:44
56302,Vanessa French,Engineering,low,435000,0,0.4,0.48,6,261,1,2024-04-16,,0,0,2025-05-11 17:15:44
5165,Courtney Serrano,Sales,medium,267000,0,0.16,0.94,4,267,2,2023-04-01,,0,0,2025-05-11 17:15:44
4905,Douglas Jenkins,HR,medium,342000,0,0.34,0.84,3,150,0,2024-12-20,,0,0,2025-05-11 17:15:44
13280,Katie Holmes,HR,low,387000,0,0.21,0.81,3,106,2,2023-10-09,,0,0,2025-05-11 17:15:44
29657,Brandon Reyes,HR,low,271000,0,0.26,0.65,7,171,1,2024-06-29,,0,0,2025-05-11 17:15:44
31495,Cheryl Jordan,Marketing,medium,430000,0,0.28,0.52,4,255,1,2024-06-15,,0,0,2025-05-11 17:15:44
67237,Jeremiah Horne,Marketing,medium,160000,0,0.44,0.46,2,254,3,2022-08-15,,0,0,2025-05-11 17:15:44
79907,Tiffany Dawson,Marketing,medium,327000,0,0.17,0.81,2,110,0,2025-05-31,,0,0,2025-05-11 17:15:44
4478,Carla Guerrero,Sales,medium,288000,0,0.36,0.96,3,273,2,2023-01-12,,0,0,2025-05-11 17:15:44
74563,Aaron Peck,Sales,medium,214000,0,0.24,0.93,2,272,1,2024-09-28,,0,0,2025-05-11 17:15:44
27062,Kathy Obrien,Sales,high,392000,0,0.16,0.75,7,259,4,2021-09-27,,1,0,2025-05-11 17:15:44
94850,Michael Hill,Sales,high,349000,0,0.39,0.45,0,136,4,2021-09-05,,1,0,2025-05-11 17:15:44
86181,Tyler Hunter,Sales,medium,316000,0,0.52,0.47,4,210,5,2020-06-22,,0,0,2025-05-11 17:15:44
92924,Jasmin Bishop,Operations,medium,313000,0,0.24,0.93,3,266,3,2021-12-16,,0,0,2025-05-11 17:15:44
72426,Michael Gates,Marketing,medium,165000,0,0.32,0.47,3,115,1,2024-11-02,,1,0,2025-05-11 17:15:44
55987,Mallory Hartman,HR,low,340000,0,0.14,0.94,3,144,2,2023-03-09,,0,0,2025-05-11 17:15:44
29893,Michael Walsh,HR,medium,103000,0,0.24,0.84,3,263,10,2015-04-22,,0,0,2025-05-11 17:15:44
59878,Cynthia Hubbard MD,Engineering,medium,292000,0,0.35,0.48,2,144,1,2023-12-30,,0,0,2025-05-11 17:15:44
78236,Robert Wilson,Sales,medium,287000,0,0.65,0.79,6,179,1,2024-09-12,,0,0,2025-05-11 17:15:44
37463,Ann Rojas,Sales,medium,246000,0,0.13,0.43,7,250,3,2022-08-05,,0,0,2025-05-11 17:15:44
1851,Elizabeth Lewis,Sales,low,154000,0,0.25,0.43,5,117,3,2022-04-07,,0,0,2025-05-11 17:15:44
21926,Jason Mason,Operations,low,96000,0,0.56,0.35,2,208,3,2022-06-25,,0,0,2025-05-11 17:15:44
92506,Paul Olson,Marketing,low,248000,0,0.65,0.97,2,145,3,2022-07-04,,0,0,2025-05-11 17:15:44
56392,Scott Obrien,Sales,high,251000,0,0.22,0.01,5,278,8,2017-03-12,,0,0,2025-05-11 17:15:44
45597,Debbie Young,Operations,low,101000,0,0.1,0.91,4,126,8,2016-12-18,,0,0,2025-05-11 17:15:44
37421,Sarah Smith,Sales,medium,207000,0,0.82,0.18,6,224,5,2020-06-20,,0,0,2025-05-11 17:15:44
21379,Jamie Williams,Sales,high,447000,0,0.84,0.06,5,299,3,2022-09-24,,0,0,2025-05-11 17:15:44
29221,Jason Turner,Engineering,low,568000,0,0.58,0.81,5,272,4,2021-02-07,,0,0,2025-05-11 17:15:44
45118,Michael Moss,Sales,high,480000,0,0.1,0.96,4,108,1,2024-10-28,,0,0,2025-05-11 17:15:44
14396,Beverly Jones,Sales,medium,398000,0,0.15,0.94,6,176,1,2024-08-02,,0,0,2025-05-11 17:15:44
13156,Christina Rojas,Marketing,low,426000,0,0.7,0.65,2,172,1,2024-03-22,,0,0,2025-05-11 17:15:44
50797,Joanna Krause,Marketing,low,446000,0,0.25,0.49,3,142,8,2017-05-07,,0,0,2025-05-11 17:15:44
13676,Michael Cordova,Engineering,medium,455000,0,0.44,0.84,5,274,2,2023-01-30,,1,0,2025-05-11 17:15:44
48052,Alejandro Reeves,Marketing,low,169000,0,0.49,0.81,3,254,2,2023-08-09,,0,0,2025-05-11 17:15:44
46082,Steven Rodriguez,Marketing,low,412000,0,0.11,0.88,4,135,6,2018-11-15,,0,0,2025-05-11 17:15:44
80131,John Daniel,Sales,medium,156000,0,0.39,0.84,3,149,3,2022-09-29,,0,0,2025-05-11 17:15:44
35671,Connie Hester,Marketing,medium,332000,0,0.37,0.96,4,135,4,2021-06-25,,0,0,2025-05-11 17:15:44
6695,Molly Smith,HR,low,210000,0,0.84,0.0,7,292,2,2023-04-25,,0,0,2025-05-11 17:15:44
96647,Jason Lewis,Sales,medium,241000,0,0.18,0.91,2,274,7,2017-12-18,,0,0,2025-05-11 17:15:44
61217,Jessica Henderson,Engineering,low,233000,0,0.51,0.44,2,117,7,2017-12-08,,1,0,2025-05-11 17:15:44
71284,Cynthia Rich,Marketing,low,281000,0,0.12,1.0,2,263,4,2020-12-19,,0,0,2025-05-11 17:15:44
