employee_id,name,department,salary_level,actual_salary,turnover,satisfaction,evaluation,project_count,average_monthly_hours,years_at_company,hire_date,termination_date,work_accident,promotion,last_updated
133326,Lisa Wilson,Engineering,low,424000,1,0.23,0.65,2,275,0,2003-01-18,2003-05-27,0,0,2025-05-14 18:02:38
131244,Harry Lawson,Sales,medium,356000,1,0.13,0.52,1,203,0,2003-01-06,2003-05-06,0,0,2025-05-14 18:02:38
198246,Carl Ibarra,Sales,high,254000,1,0.71,0.35,2,220,0,2003-01-22,2003-05-13,0,0,2025-05-14 18:02:38
329258,Jennifer Key,Engineering,high,184000,1,0.87,0.59,2,165,0,2003-01-10,2003-05-01,1,0,2025-05-14 18:02:38
343962,Angela King,Sales,low,295000,1,0.53,0.53,2,279,0,2003-01-30,2003-05-03,0,0,2025-05-14 18:02:38
629903,Michael Chung,Operations,medium,133000,1,0.77,0.44,0,174,0,2003-01-21,2003-05-23,0,0,2025-05-14 18:02:38
731262,Sheri Trujillo,Engineering,medium,284000,1,0.34,0.66,0,207,0,2003-01-05,2003-05-19,0,0,2025-05-14 18:02:38
127824,Mary Daniels,Operations,low,81000,1,0.27,0.43,1,173,0,2003-01-02,2003-05-13,0,0,2025-05-14 18:02:38
688508,Mitchell Smith,Engineering,low,533000,1,0.72,0.42,0,279,0,2003-01-18,2003-05-17,1,0,2025-05-14 18:02:38
308496,Rachel Zamora,Engineering,medium,587000,1,0.22,0.59,1,150,0,2003-01-14,2003-05-01,0,0,2025-05-14 18:02:38
850800,Donald Ward,Sales,medium,467000,1,0.72,0.54,1,200,0,2003-01-04,2003-05-22,0,0,2025-05-14 18:02:38
781453,Jack Walker,HR,high,310000,1,0.57,0.45,1,203,0,2003-01-29,2003-05-10,0,0,2025-05-14 18:02:38
835392,Sherry Sanders,Sales,low,385000,1,0.29,0.65,0,198,0,2003-01-28,2003-05-21,0,0,2025-05-14 18:02:38
671412,Brady Moon,Marketing,low,448000,1,0.89,0.31,2,277,0,2003-01-09,2003-06-27,0,0,2025-05-14 18:02:38
539898,Kari Herrera,Legal,low,205000,1,0.49,0.33,0,228,0,2003-01-09,2003-05-02,0,0,2025-05-14 18:02:38
331148,John May,Engineering,low,202000,1,0.46,0.57,2,140,0,2003-01-17,2003-05-03,0,0,2025-05-14 18:02:38
571029,Emily Johnston,Engineering,low,215000,1,0.77,0.39,2,224,0,2003-01-31,2003-06-06,0,0,2025-05-14 18:02:38
717889,Kristen Evans,Sales,low,356000,1,0.22,0.38,0,172,0,2003-01-29,2003-05-21,0,0,2025-05-14 18:02:38
391704,Kyle Holmes,Marketing,low,400000,1,0.75,0.62,1,217,0,2003-01-24,2003-06-24,0,0,2025-05-14 18:02:38
948749,Kevin Ward,Engineering,medium,441000,1,0.28,0.38,0,183,0,2003-01-21,2003-05-14,0,0,2025-05-14 18:02:38
106814,Madison Matthews,Engineering,medium,524000,1,0.83,0.42,2,190,0,2003-01-20,2003-06-28,0,0,2025-05-14 18:02:38
895667,Ashley George,Operations,low,179000,1,0.53,0.42,0,238,0,2003-01-20,2003-06-21,0,0,2025-05-14 18:02:38
944962,David Liu,Engineering,medium,578000,1,0.84,0.56,2,185,0,2003-01-01,2003-06-26,0,0,2025-05-14 18:02:38
267414,Philip Proctor,Marketing,low,357000,1,0.44,0.56,1,221,0,2003-01-18,2003-05-24,0,0,2025-05-14 18:02:38
832052,Stacey Mcgrath,Engineering,high,408000,1,0.67,0.65,2,261,0,2003-01-24,2003-06-01,0,0,2025-05-14 18:02:38
543143,Dr. Michael Butler,HR,medium,240000,1,0.71,0.32,0,213,0,2003-01-09,2003-06-05,0,0,2025-05-14 18:02:38
456778,Debbie Harris,Legal,medium,259000,1,0.19,0.48,1,244,0,2003-01-03,2003-05-14,0,0,2025-05-14 18:02:38
391369,Susan Welch,Sales,medium,160000,1,0.86,0.46,2,237,0,2003-01-27,2003-06-19,0,0,2025-05-14 18:02:38
263032,Jacob Mitchell,Sales,low,429000,1,0.88,0.42,0,196,0,2003-02-13,2003-06-18,0,0,2025-05-14 18:02:38
325772,Tiffany Ramirez,Marketing,low,204000,1,0.77,0.66,2,172,0,2003-02-13,2003-06-24,0,0,2025-05-14 18:02:38
900581,Danny Hunt,Operations,medium,149000,1,0.51,0.47,0,186,0,2003-02-19,2003-06-12,1,0,2025-05-14 18:02:38
452944,Steven Lee,Sales,low,365000,1,0.85,0.36,2,160,0,2003-02-11,2003-06-21,0,0,2025-05-14 18:02:38
207175,Kathryn English,Sales,high,170000,1,0.13,0.49,1,203,0,2003-02-12,2003-05-17,0,0,2025-05-14 18:02:38
197251,Diana Hale,Sales,high,388000,1,0.55,0.55,0,234,0,2003-02-05,2003-06-06,0,0,2025-05-14 18:02:38
498382,Teresa Decker,Engineering,low,476000,1,0.57,0.35,0,219,0,2003-02-04,2003-06-09,0,0,2025-05-14 18:02:38
201414,Julia Terry,Marketing,medium,244000,1,0.34,0.31,1,217,0,2003-02-23,2003-05-24,0,0,2025-05-14 18:02:38
476417,Alexandra Taylor,Sales,low,339000,1,0.64,0.64,2,227,0,2003-02-19,2003-06-22,1,0,2025-05-14 18:02:38
988662,Jeffrey Phillips,Marketing,medium,198000,1,0.75,0.48,2,273,0,2003-02-14,2003-06-28,0,0,2025-05-14 18:02:38
