employee_id,name,department,salary_level,actual_salary,turnover,satisfaction,evaluation,project_count,average_monthly_hours,years_at_company,hire_date,termination_date,work_accident,promotion,last_updated
133326,Rebecca Hamilton,Engineering,low,424000,1,0.23,0.65,2,275,0,2003-01-18,2003-05-27,0,0,2025-05-14 13:58:54
131244,Kim Johns,Sales,medium,356000,1,0.13,0.52,1,203,0,2003-01-06,2003-05-06,0,0,2025-05-14 13:58:54
198246,Stephanie Gutierrez,Sales,high,254000,1,0.71,0.35,2,220,0,2003-01-22,2003-05-13,0,0,2025-05-14 13:58:54
329258,Eric Fernandez,Engineering,high,184000,1,0.87,0.59,2,165,0,2003-01-10,2003-05-01,1,0,2025-05-14 13:58:54
343962,Ann Snow,Sales,low,295000,1,0.53,0.53,2,279,0,2003-01-30,2003-05-03,0,0,2025-05-14 13:58:54
629903,Jared Hayes,Operations,medium,133000,1,0.77,0.44,0,174,0,2003-01-21,2003-05-23,0,0,2025-05-14 13:58:54
731262,Christine Haley,Engineering,medium,284000,1,0.34,0.66,0,207,0,2003-01-05,2003-05-19,0,0,2025-05-14 13:58:54
127824,Jason Sutton,Operations,low,81000,1,0.27,0.43,1,173,0,2003-01-02,2003-05-13,0,0,2025-05-14 13:58:54
688508,Anthony Rivera,Engineering,low,533000,1,0.72,0.42,0,279,0,2003-01-18,2003-05-17,1,0,2025-05-14 13:58:54
308496,Christopher Grant,Engineering,medium,587000,1,0.22,0.59,1,150,0,2003-01-14,2003-05-01,0,0,2025-05-14 13:58:54
850800,Henry Williams,Sales,medium,467000,1,0.72,0.54,1,200,0,2003-01-04,2003-05-22,0,0,2025-05-14 13:58:54
781453,Laura Lee,HR,high,310000,1,0.57,0.45,1,203,0,2003-01-29,2003-05-10,0,0,2025-05-14 13:58:54
835392,Raymond Burgess,Sales,low,385000,1,0.29,0.65,0,198,0,2003-01-28,2003-05-21,0,0,2025-05-14 13:58:54
671412,Clinton Smith,Marketing,low,448000,1,0.89,0.31,2,277,0,2003-01-09,2003-06-27,0,0,2025-05-14 13:58:54
539898,Tina Campbell,Legal,low,205000,1,0.49,0.33,0,228,0,2003-01-09,2003-05-02,0,0,2025-05-14 13:58:54
331148,Mrs. Yvonne Carrillo DDS,Engineering,low,202000,1,0.46,0.57,2,140,0,2003-01-17,2003-05-03,0,0,2025-05-14 13:58:54
571029,Christina Rosales,Engineering,low,215000,1,0.77,0.39,2,224,0,2003-01-31,2003-06-06,0,0,2025-05-14 13:58:54
717889,Patrick Lopez,Sales,low,356000,1,0.22,0.38,0,172,0,2003-01-29,2003-05-21,0,0,2025-05-14 13:58:54
391704,Lisa Wilkinson,Marketing,low,400000,1,0.75,0.62,1,217,0,2003-01-24,2003-06-24,0,0,2025-05-14 13:58:54
948749,Marissa Gutierrez,Engineering,medium,441000,1,0.28,0.38,0,183,0,2003-01-21,2003-05-14,0,0,2025-05-14 13:58:54
106814,Eric Cantrell,Engineering,medium,524000,1,0.83,0.42,2,190,0,2003-01-20,2003-06-28,0,0,2025-05-14 13:58:54
895667,David Patton,Operations,low,179000,1,0.53,0.42,0,238,0,2003-01-20,2003-06-21,0,0,2025-05-14 13:58:54
944962,Lawrence Smith,Engineering,medium,578000,1,0.84,0.56,2,185,0,2003-01-01,2003-06-26,0,0,2025-05-14 13:58:54
267414,Laura Smith,Marketing,low,357000,1,0.44,0.56,1,221,0,2003-01-18,2003-05-24,0,0,2025-05-14 13:58:54
832052,Danielle Hall,Engineering,high,408000,1,0.67,0.65,2,261,0,2003-01-24,2003-06-01,0,0,2025-05-14 13:58:54
543143,Cindy Long,HR,medium,240000,1,0.71,0.32,0,213,0,2003-01-09,2003-06-05,0,0,2025-05-14 13:58:54
456778,Terri Allen,Legal,medium,259000,1,0.19,0.48,1,244,0,2003-01-03,2003-05-14,0,0,2025-05-14 13:58:54
391369,Paul Bowen DDS,Sales,medium,160000,1,0.86,0.46,2,237,0,2003-01-27,2003-06-19,0,0,2025-05-14 13:58:54
263032,Brandon White,Sales,low,429000,1,0.88,0.42,0,196,0,2003-02-13,2003-06-18,0,0,2025-05-14 13:58:54
325772,Nicole Gallagher,Marketing,low,204000,1,0.77,0.66,2,172,0,2003-02-13,2003-06-24,0,0,2025-05-14 13:58:54
900581,Patrick Bell,Operations,medium,149000,1,0.51,0.47,0,186,0,2003-02-19,2003-06-12,1,0,2025-05-14 13:58:54
452944,Sarah Rogers,Sales,low,365000,1,0.85,0.36,2,160,0,2003-02-11,2003-06-21,0,0,2025-05-14 13:58:54
207175,Sean Ashley,Sales,high,170000,1,0.13,0.49,1,203,0,2003-02-12,2003-05-17,0,0,2025-05-14 13:58:54
197251,David Ramos,Sales,high,388000,1,0.55,0.55,0,234,0,2003-02-05,2003-06-06,0,0,2025-05-14 13:58:54
498382,Joseph Simpson,Engineering,low,476000,1,0.57,0.35,0,219,0,2003-02-04,2003-06-09,0,0,2025-05-14 13:58:54
201414,Kelli Butler,Marketing,medium,244000,1,0.34,0.31,1,217,0,2003-02-23,2003-05-24,0,0,2025-05-14 13:58:54
476417,Ralph Spencer,Sales,low,339000,1,0.64,0.64,2,227,0,2003-02-19,2003-06-22,1,0,2025-05-14 13:58:54
988662,Christopher Sweeney,Marketing,medium,198000,1,0.75,0.48,2,273,0,2003-02-14,2003-06-28,0,0,2025-05-14 13:58:54
460663,Bryan Barton,HR,medium,237000,1,0.69,0.42,0,202,0,2003-02-18,2003-06-18,0,0,2025-05-14 13:58:54
733052,Mrs. Katherine Jackson,Legal,medium,322000,1,0.73,0.34,1,223,0,2003-02-08,2003-06-03,0,0,2025-05-14 13:58:54
377370,Melanie Evans,HR,medium,384000,1,0.34,0.38,2,188,0,2003-02-11,2003-05-10,1,0,2025-05-14 13:58:54
946335,Jonathan King,Marketing,medium,349000,1,0.29,0.4,1,163,0,2003-02-25,2003-05-04,0,0,2025-05-14 13:58:54
145561,Miranda Martin,Sales,medium,367000,1,0.69,0.49,2,280,0,2003-02-22,2003-06-24,0,0,2025-05-14 13:58:54
865179,Thomas Jones,Sales,low,424000,1,0.39,0.68,0,187,0,2003-02-09,2003-05-17,0,0,2025-05-14 13:58:54
581741,Haley Stephens,Sales,low,201000,1,0.71,0.35,1,215,0,2003-02-19,2003-06-11,0,0,2025-05-14 13:58:54
662275,Brianna Cole,Sales,low,299000,1,0.12,0.51,1,172,0,2003-02-18,2003-05-17,0,0,2025-05-14 13:58:54
230889,Jasmine Morrow,Sales,low,244000,1,0.69,0.34,0,204,0,2003-02-01,2003-06-21,0,0,2025-05-14 13:58:54
496922,Lori Huang,HR,medium,177000,1,0.73,0.66,0,217,0,2003-02-13,2003-06-20,1,0,2025-05-14 13:58:54
182627,Matthew Miller,Engineering,low,447000,1,0.82,0.48,1,253,0,2003-02-14,2003-06-11,0,0,2025-05-14 13:58:54
678856,Henry Dunn,Marketing,medium,226000,1,0.74,0.42,2,207,0,2003-02-19,2003-06-20,0,0,2025-05-14 13:58:54
407419,Michelle Lee,Sales,medium,390000,1,0.26,0.51,2,199,0,2003-02-03,2003-05-06,0,0,2025-05-14 13:58:54
969693,Mr. Douglas Reese Jr.,Legal,medium,470000,1,0.87,0.53,0,190,0,2003-02-03,2003-06-19,0,0,2025-05-14 13:58:54
759176,Jonathan Nelson,Engineering,low,337000,1,0.53,0.68,1,213,0,2003-02-09,2003-06-12,0,0,2025-05-14 13:58:54
748564,Melanie Yang,Marketing,low,161000,1,0.7,0.43,0,250,0,2003-03-13,2003-06-06,0,0,2025-05-14 13:58:54
479201,Misty Wright,Sales,medium,160000,1,0.83,0.58,0,208,0,2003-03-08,2003-06-26,0,0,2025-05-14 13:58:54
705397,Kathy Bryan,Sales,low,449000,1,0.87,0.41,1,265,0,2003-03-17,2003-07-21,0,0,2025-05-14 13:58:54
301629,Chad Alexander,Marketing,low,373000,1,0.84,0.57,0,242,0,2003-03-11,2003-07-12,0,0,2025-05-14 13:58:54
838797,Christopher Cordova,Marketing,medium,383000,1,0.15,0.48,1,140,0,2003-03-11,2003-04-22,0,0,2025-05-14 13:58:54
172933,Keith Sloan,Marketing,low,346000,1,0.75,0.49,1,192,0,2003-03-07,2003-07-11,0,0,2025-05-14 13:58:54
148050,Seth Elliott,Sales,high,461000,1,0.55,0.49,1,180,0,2003-03-29,2003-07-12,0,0,2025-05-14 13:58:54
793384,Brian Cruz,Marketing,low,180000,1,0.87,0.56,0,179,0,2003-03-08,2003-07-04,0,0,2025-05-14 13:58:54
338968,Stephen Sherman,Engineering,low,413000,1,0.69,0.64,1,238,0,2003-03-09,2003-07-03,0,0,2025-05-14 13:58:54
910620,Linda Vargas,Engineering,medium,392000,1,0.61,0.38,2,269,0,2003-03-05,2003-07-05,0,0,2025-05-14 13:58:54
403445,Ms. Rebecca Jensen,Engineering,low,256000,1,0.9,0.33,2,263,0,2003-03-27,2003-07-24,0,0,2025-05-14 13:58:54
183667,Christopher Gardner,Engineering,high,302000,1,0.85,0.64,0,199,0,2003-03-15,2003-07-03,0,0,2025-05-14 13:58:54
996865,Paul Alexander,Marketing,low,197000,1,0.82,0.63,0,149,0,2003-03-16,2003-07-21,0,0,2025-05-14 13:58:54
344098,Wendy Parks,Marketing,medium,353000,1,0.68,0.61,1,176,0,2003-03-04,2003-07-19,0,0,2025-05-14 13:58:54
205907,Sheila Hernandez,Sales,medium,353000,1,0.61,0.52,0,224,0,2003-03-16,2003-07-07,0,0,2025-05-14 13:58:54
498591,Rhonda Berger,Marketing,low,397000,1,0.85,0.49,2,157,0,2003-03-11,2003-07-18,0,0,2025-05-14 13:58:54
391476,Hannah Hall,Sales,low,474000,1,0.67,0.45,0,165,0,2003-03-08,2003-07-25,0,0,2025-05-14 13:58:54
