employee_id,name,department,salary_level,actual_salary,turnover,satisfaction,evaluation,project_count,average_monthly_hours,years_at_company,hire_date,termination_date,work_accident,promotion,last_updated
770487,Stacey Peck,Engineering,medium,576000,0,0.4,0.93,3,108,1,2023-12-07,,0,0,2025-05-11 17:28:35
216739,Matthew Johnson,Sales,medium,411000,0,0.7,0.04,3,210,2,2023-05-08,,0,1,2025-05-11 17:28:35
126225,Brooke Rodriguez,Sales,high,354000,0,0.42,0.48,3,266,1,2024-10-31,,0,0,2025-05-11 17:28:35
877572,Carly Estrada,Sales,low,436000,0,0.19,0.87,4,258,0,2025-07-15,,0,0,2025-05-11 17:28:35
388389,Robin Turner,Operations,medium,213000,0,0.61,0.5,3,266,1,2024-06-10,,0,0,2025-05-11 17:28:35
356787,Scott Hernandez,Engineering,low,455000,0,0.73,0.9,5,245,2,2023-04-29,,0,0,2025-05-11 17:28:35
334053,Mrs. Nicole Price DDS,HR,high,334000,0,0.52,0.98,2,265,1,2024-09-09,,0,0,2025-05-11 17:28:35
246316,Angela Ferguson,HR,low,217000,0,0.22,0.88,5,130,4,2021-11-04,,0,0,2025-05-11 17:28:35
872246,Kathryn Webb,Sales,low,325000,0,0.25,0.59,2,118,2,2023-07-20,,0,0,2025-05-11 17:28:35
207473,Jennifer Robbins,Operations,medium,177000,0,0.11,0.77,4,244,0,2025-06-25,,0,0,2025-05-11 17:28:35
809570,Kenneth Thornton,Sales,medium,229000,0,0.58,0.82,3,138,5,2020-03-01,,0,0,2025-05-11 17:28:35
876646,Lynn Mooney,Engineering,low,426000,0,0.51,0.46,2,303,1,2024-01-18,,0,0,2025-05-11 17:28:35
671858,Emily Stevens,Operations,high,223000,0,0.39,0.55,4,129,5,2020-04-06,,0,0,2025-05-11 17:28:35
191161,Samantha Matthews,Engineering,low,531000,0,0.33,0.89,2,129,1,2024-03-17,,0,1,2025-05-11 17:28:35
719176,Jerome Evans,Engineering,low,231000,0,0.15,0.52,4,131,3,2022-06-27,,0,0,2025-05-11 17:28:35
542417,Jeffrey Lopez,Engineering,low,435000,0,0.4,0.48,6,261,1,2024-04-16,,0,0,2025-05-11 17:28:35
133326,John Jenkins,Sales,medium,267000,0,0.16,0.94,4,267,2,2023-04-01,,0,0,2025-05-11 17:28:35
131244,Holly Patel,HR,medium,342000,0,0.34,0.84,3,150,0,2024-12-20,,0,0,2025-05-11 17:28:35
198246,Shawn Colon,HR,low,387000,0,0.11,0.92,4,258,2,2023-10-09,,0,0,2025-05-11 17:28:35
329258,Steven Clark,HR,low,271000,0,0.26,0.47,4,275,1,2024-06-29,,0,0,2025-05-11 17:28:35
343962,Ashley Bonilla,Marketing,medium,430000,0,0.55,0.24,5,175,1,2024-06-15,,0,0,2025-05-11 17:28:35
629903,Shari Hawkins,Marketing,medium,160000,0,0.44,0.46,2,254,3,2022-08-15,,0,0,2025-05-11 17:28:35
731262,Matthew Foster,Marketing,medium,327000,0,0.16,0.84,6,165,0,2025-05-31,,0,0,2025-05-11 17:28:35
127824,Jeffrey Arroyo,Sales,medium,288000,0,0.12,0.74,3,159,2,2023-01-12,,0,0,2025-05-11 17:28:35
688508,Richard Marquez,Sales,medium,214000,0,0.24,0.93,2,272,1,2024-09-28,,0,0,2025-05-11 17:28:35
308496,Frank Russell,Sales,high,392000,0,0.27,0.44,3,195,4,2021-09-27,,1,0,2025-05-11 17:28:35
850800,Michelle Gamble,Sales,high,349000,0,0.39,0.45,0,136,4,2021-09-05,,1,0,2025-05-11 17:28:35
781453,Timothy Booth,Sales,medium,316000,0,0.23,0.89,4,279,5,2020-06-22,,0,0,2025-05-11 17:28:35
835392,Gina Le,Operations,medium,313000,0,0.24,0.93,3,266,3,2021-12-16,,0,0,2025-05-11 17:28:35
671412,Karen Campbell,Marketing,medium,165000,0,0.32,0.47,3,115,1,2024-11-02,,1,0,2025-05-11 17:28:35
539898,Daisy Berger,HR,low,340000,0,0.63,0.52,7,308,2,2023-03-09,,0,0,2025-05-11 17:28:35
331148,Tanya Wright,HR,medium,103000,0,0.24,0.84,3,263,10,2015-04-22,,0,0,2025-05-11 17:28:35
571029,Brian Bishop,Engineering,medium,292000,0,0.35,0.48,2,144,1,2023-12-30,,0,0,2025-05-11 17:28:35
717889,Billy Cole,Sales,medium,287000,0,0.1,0.57,5,114,1,2024-09-12,,0,0,2025-05-11 17:28:35
391704,Kevin Nunez,Sales,medium,246000,0,0.0,0.77,3,203,3,2022-08-05,,0,0,2025-05-11 17:28:35
948749,Scott Ayala,Sales,low,154000,0,0.25,0.43,5,117,3,2022-04-07,,0,0,2025-05-11 17:28:35
