employee_id,name,department,salary_level,actual_salary,turnover,satisfaction,evaluation,project_count,average_monthly_hours,years_at_company,hire_date,termination_date,work_accident,promotion,last_updated
770487,Felicia Wall,Engineering,medium,576000,0,0.66,0.93,2,108,3,2021-12-07,,0,0,2025-05-11 17:50:12
216739,William Anderson,Sales,medium,411000,0,0.6,0.85,1,98,1,2024-05-07,,0,1,2025-05-11 17:50:12
126225,Michael Robertson,Sales,high,354000,0,0.65,0.48,2,266,4,2021-11-01,,0,0,2025-05-11 17:50:12
877572,Wesley Graham,Sales,low,436000,0,0.46,0.87,3,258,2,2023-07-16,,0,0,2025-05-11 17:50:12
388389,Kyle Hubbard PhD,Operations,medium,213000,0,0.0,0.13,5,243,3,2022-06-11,,0,0,2025-05-11 17:50:12
356787,Nichole Burton,Engineering,low,455000,0,0.51,0.86,3,247,1,2024-04-28,,0,0,2025-05-11 17:50:12
334053,Andrew Bradshaw,HR,high,334000,0,0.56,0.61,3,228,5,2020-09-10,,0,0,2025-05-11 17:50:12
246316,Matthew Hughes,HR,low,217000,0,0.51,0.88,1,130,1,2024-11-03,,0,0,2025-05-11 17:50:12
872246,Melissa Anderson,Sales,low,325000,0,0.56,0.59,4,118,2,2023-07-20,,0,0,2025-05-11 17:50:12
207473,Richard Knight,Operations,medium,177000,0,0.74,0.44,2,277,3,2022-06-26,,0,0,2025-05-11 17:50:12
809570,Ryan Vance,Sales,medium,229000,0,0.82,0.35,3,160,1,2024-02-29,,0,0,2025-05-11 17:50:12
876646,Shane Lynn,Engineering,low,426000,0,0.38,0.46,2,278,4,2021-01-18,,0,0,2025-05-11 17:50:12
671858,William Hernandez,Operations,high,223000,0,0.65,0.55,4,129,1,2024-04-05,,0,0,2025-05-11 17:50:12
191161,Robin Frazier,Engineering,low,531000,0,0.5,0.03,3,270,4,2021-03-18,,0,1,2025-05-11 17:50:12
719176,Christopher Owen,Engineering,low,231000,0,0.92,0.54,6,149,2,2023-06-27,,0,0,2025-05-11 17:50:12
542417,David Payne,Engineering,low,435000,0,0.63,0.92,4,226,0,2025-04-16,,0,0,2025-05-11 17:50:12
133326,Elizabeth Malone,Sales,medium,267000,0,0.42,0.94,3,267,2,2023-04-01,,0,0,2025-05-11 17:50:12
131244,Destiny Carter,HR,medium,342000,0,0.58,0.84,4,150,1,2023-12-21,,0,0,2025-05-11 17:50:12
198246,Shannon Cannon,HR,low,387000,0,0.53,0.81,4,106,1,2024-10-08,,0,0,2025-05-11 17:50:12
329258,Tiffany Hernandez,HR,low,271000,0,0.84,0.6,3,309,3,2022-06-30,,0,0,2025-05-11 17:50:12
343962,Brandon Lindsey,Marketing,medium,430000,0,0.51,0.52,2,255,0,2025-06-15,,0,0,2025-05-11 17:50:12
629903,Richard Carter,Marketing,medium,160000,0,0.15,0.97,7,230,2,2023-08-15,,0,0,2025-05-11 17:50:12
731262,Joseph Woods,Marketing,medium,327000,0,0.86,0.14,5,276,1,2024-05-31,,0,0,2025-05-11 17:50:12
127824,Johnathan Munoz,Sales,medium,288000,0,0.65,0.96,2,273,4,2021-01-12,,0,0,2025-05-11 17:50:12
688508,Arthur Jacobson,Sales,medium,214000,0,0.51,0.93,0,272,4,2021-09-29,,0,0,2025-05-11 17:50:12
308496,Cathy Case,Sales,high,392000,0,0.57,0.81,4,144,5,2020-09-27,,1,0,2025-05-11 17:50:12
850800,Brian Perez,Sales,high,349000,0,0.68,0.57,3,262,3,2022-09-05,,1,0,2025-05-11 17:50:12
781453,Kenneth Hughes,Sales,medium,316000,0,0.47,0.89,3,279,1,2024-06-21,,0,0,2025-05-11 17:50:12
835392,Eric Cabrera,Operations,medium,313000,0,0.55,0.93,3,266,2,2022-12-16,,0,0,2025-05-11 17:50:12
671412,Robert Powell,Marketing,medium,165000,0,0.17,0.8,6,143,10,2015-11-05,,1,0,2025-05-11 17:50:12
539898,Jason Walker,HR,low,340000,0,0.46,0.94,2,144,1,2024-03-08,,0,0,2025-05-11 17:50:12
331148,Bruce Flores,HR,medium,103000,0,0.19,0.53,7,229,1,2024-04-19,,0,0,2025-05-11 17:50:12
571029,Crystal Morrison,Engineering,medium,292000,0,0.93,0.09,2,235,3,2021-12-30,,0,0,2025-05-11 17:50:12
717889,Lucas Martin,Sales,medium,287000,0,0.32,0.57,5,114,3,2022-09-13,,0,0,2025-05-11 17:50:12
391704,Michael Short,Sales,medium,246000,0,0.32,0.43,3,250,3,2022-08-05,,0,0,2025-05-11 17:50:12
948749,Craig Moran,Sales,low,154000,0,0.52,0.43,2,117,3,2022-04-07,,0,0,2025-05-11 17:50:12
106814,Eric Martin,Operations,low,96000,0,0.61,0.57,4,251,8,2017-06-26,,0,0,2025-05-11 17:50:12
